Move Number,Move Name,Move Type,Move Category,Base Power,Accuracy,PP,Target,Priority,Flag: protect,Flag: mirror,Flag: heal,Flag: metronome,Flag: contact,Flag: snatch,Flag: bullet,Flag: distance,Flag: slicing,Flag: wind,Flag: bypasssub,Flag: allyanim,Flag: sound,Flag: dance,Flag: failencore,Flag: nosleeptalk,Flag: noassist,Flag: failcopycat,Flag: failmimic,Flag: failinstruct,Flag: reflectable,Flag: pulse,Flag: failmefirst,Flag: bite,Flag: recharge,Flag: nosketch,Flag: cantusetwice,Flag: nonsky,Flag: charge,Flag: gravity,Flag: punch,Flag: defrost,Flag: powder,Flag: futuremove,Flag: noparentalbond,Flag: pledgecombo,Flag: mustpressure,Secondary: chance,Secondary: boosts,Secondary: volatileStatus,Secondary: onHit,Secondary: self,Secondary: status,Boost: spdef,Boost: atk,Boost: speed,Boost: def,Boost: accuracy,Boost: spatk
455,defendorder,Bug,Status,0,true,10,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,defensecurl,Normal,Status,0,true,40,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,defog,Flying,Status,0,true,15,normal,0,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,destinybond,Ghost,Status,0,true,5,self,0,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,detect,Fighting,Status,0,true,5,self,4,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,devastatingdrake,Dragon,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,diamondstorm,Rock,Physical,100,95,5,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,dig,Ground,Physical,80,100,10,normal,0,1,1,,1,1,,,,,,,,,,,1,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
50,disable,Normal,Status,0,100,20,normal,0,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,disarmingvoice,Fairy,Special,40,true,15,allAdjacentFoes,0,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,discharge,Electric,Special,80,100,15,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,par,,,,,,
827,direclaw,Poison,Physical,80,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,"onHit(target, source) {
				const result = this.random(3);
				if (result === 0) {
					target.trySetStatus('psn', source);
				} else if (result === 1) {
					target.trySetStatus('par', source);
				} else {
					target.trySetStatus('slp', source);
				}
			}",,,,,,,,
291,dive,Water,Physical,80,100,10,normal,0,1,1,,1,1,,,,,,,1,,,,1,1,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
146,dizzypunch,Normal,Physical,70,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,20,,confusion,,,,,,,,,
867,doodle,Normal,Status,0,100,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,doomdesire,Steel,Special,140,100,5,normal,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
38,doubleedge,Normal,Physical,120,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,doublehit,Normal,Physical,35,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,doubleironbash,Steel,Physical,60,100,5,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,30,,flinch,,,,,,,,,
24,doublekick,Fighting,Physical,30,100,30,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,doubleshock,Electric,Physical,120,100,5,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,doubleslap,Normal,Physical,15,85,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,doubleteam,Normal,Status,0,true,15,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,dracometeor,Dragon,Special,130,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,dragonascent,Flying,Physical,120,100,5,any,0,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,dragonbreath,Dragon,Special,60,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,par,,,,,,
913,dragoncheer,Dragon,Status,0,true,15,adjacentAlly,0,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,dragonclaw,Dragon,Physical,80,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,dragondance,Dragon,Status,0,true,20,self,0,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,dragondarts,Dragon,Physical,50,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
820,dragonenergy,Dragon,Special,150,100,5,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,dragonhammer,Dragon,Physical,90,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,dragonpulse,Dragon,Special,85,100,10,any,0,1,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,dragonrage,Dragon,Special,0,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,dragonrush,Dragon,Physical,100,75,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,flinch,,,,,,,,,
525,dragontail,Dragon,Physical,60,90,10,normal,-6,1,1,,1,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,drainingkiss,Fairy,Special,50,100,10,normal,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,drainpunch,Fighting,Physical,75,100,10,normal,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
138,dreameater,Psychic,Special,100,100,15,normal,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,drillpeck,Flying,Physical,80,100,20,any,0,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,drillrun,Ground,Physical,80,95,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,drumbeating,Grass,Physical,80,100,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
530,dualchop,Dragon,Physical,40,90,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,dualwingbeat,Flying,Physical,40,90,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,dynamaxcannon,Dragon,Special,100,100,5,normal,0,1,,,,,,,,,,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
223,dynamicpunch,Fighting,Physical,100,50,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,100,,confusion,,,,,,,,,
414,earthpower,Ground,Special,90,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,10,[object Object],,,,,-1,,,,,
89,earthquake,Ground,Physical,100,100,10,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
497,echoedvoice,Normal,Special,40,100,15,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,eerieimpulse,Electric,Status,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,eeriespell,Psychic,Special,80,100,5,normal,0,1,1,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,100,,,"onHit(target) {
				if (!target.hp) return;
				let move                           = target.lastMove;
				if (!move || move.isZ) return;
				if (move.isMax && move.baseMove) move = this.dex.moves.get(move.baseMove);

				const ppDeducted = target.deductPP(move.id, 3);
				if (!ppDeducted) return;
				this.add('-activate', target, 'move: Eerie Spell', move.name, ppDeducted);
			}",,,,,,,,
121,eggbomb,Normal,Physical,100,75,10,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,electricterrain,Electric,Status,0,true,10,all,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
582,electrify,Electric,Status,0,true,20,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,electroball,Electric,Special,0,100,10,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,electrodrift,Electric,Special,100,100,5,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,electroshot,Electric,Special,130,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
527,electroweb,Electric,Special,55,95,15,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
373,embargo,Dark,Status,0,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,ember,Fire,Special,40,100,25,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,brn,,,,,,
227,encore,Normal,Status,0,100,5,normal,0,1,1,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,endeavor,Normal,Physical,0,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
203,endure,Normal,Status,0,true,10,self,4,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,energyball,Grass,Special,90,100,10,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,[object Object],,,,,-1,,,,,
494,entrainment,Normal,Status,0,100,15,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,eruption,Fire,Special,150,100,5,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,esperwing,Psychic,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,[object Object],,,,,,,
795,eternabeam,Dragon,Special,160,90,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
797,expandingforce,Psychic,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,explosion,Normal,Physical,250,100,5,allAdjacent,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
326,extrasensory,Psychic,Special,80,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,flinch,,,,,,,,,
702,extremeevoboost,Normal,Status,0,true,1,self,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,extremespeed,Normal,Physical,80,100,5,normal,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,facade,Normal,Physical,70,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,fairylock,Fairy,Status,0,true,10,all,0,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,fairywind,Fairy,Special,40,100,30,normal,0,1,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,fakeout,Normal,Physical,40,100,10,normal,3,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,flinch,,,,,,,,,
313,faketears,Dark,Status,0,100,20,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,falsesurrender,Dark,Physical,80,true,10,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,falseswipe,Normal,Physical,40,100,40,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,featherdance,Flying,Status,0,100,15,normal,0,1,1,,1,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,feint,Normal,Physical,30,100,10,normal,2,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,feintattack,Dark,Physical,60,true,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,fellstinger,Bug,Physical,50,100,25,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,ficklebeam,Dragon,Special,80,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,fierydance,Fire,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,50,,,,[object Object],,,,,,,
822,fierywrath,Dark,Special,90,100,10,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,flinch,,,,,,,,,
868,filletaway,Normal,Status,0,true,10,self,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,finalgambit,Fighting,Special,0,100,5,normal,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
126,fireblast,Fire,Special,110,85,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,brn,,,,,,
424,firefang,Fire,Physical,65,95,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
680,firelash,Fire,Physical,80,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,,-1,,
519,firepledge,Fire,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,
7,firepunch,Fire,Physical,75,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,10,,,,,brn,,,,,,
83,firespin,Fire,Special,35,85,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,firstimpression,Bug,Physical,90,100,10,normal,2,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,fishiousrend,Water,Physical,85,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
90,fissure,Ground,Physical,0,30,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
175,flail,Normal,Physical,0,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,flameburst,Fire,Special,70,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,flamecharge,Fire,Physical,50,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,[object Object],,,,,,,
172,flamewheel,Fire,Physical,60,100,25,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,,,,,brn,,,,,,
53,flamethrower,Fire,Special,90,100,15,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,brn,,,,,,
394,flareblitz,Fire,Physical,120,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,10,,,,,brn,,,,,,
148,flash,Normal,Status,0,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,flashcannon,Steel,Special,80,100,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,[object Object],,,,,-1,,,,,
260,flatter,Dark,Status,0,100,15,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,fleurcannon,Fairy,Special,130,90,5,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,fling,Dark,Physical,0,100,10,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
812,flipturn,Water,Physical,60,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,floatyfall,Flying,Physical,90,95,15,normal,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,30,,flinch,,,,,,,,,
666,floralhealing,Fairy,Status,0,true,10,normal,0,1,,1,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,flowershield,Fairy,Status,0,true,10,all,0,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,flowertrick,Grass,Physical,70,true,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,fly,Flying,Physical,90,95,15,any,0,1,1,,1,1,,,1,,,,,,,,1,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
560,flyingpress,Fighting,Physical,100,95,10,any,0,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,
411,focusblast,Fighting,Special,120,70,5,normal,0,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,[object Object],,,,,-1,,,,,
116,focusenergy,Normal,Status,0,true,30,self,0,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,focuspunch,Fighting,Physical,150,100,20,normal,-3,1,,,,1,,,,,,,,,,,1,1,1,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
266,followme,Normal,Status,0,true,20,self,2,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,forcepalm,Fighting,Physical,60,100,10,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,par,,,,,,
193,foresight,Normal,Status,0,true,40,normal,0,1,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,forestscurse,Grass,Status,0,100,20,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,foulplay,Dark,Physical,95,100,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,freezedry,Ice,Special,70,100,20,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,frz,,,,,,
553,freezeshock,Ice,Physical,140,90,5,normal,0,1,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,30,,,,,par,,,,,,
821,freezingglare,Psychic,Special,90,100,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,frz,,,,,,
739,freezyfrost,Ice,Special,100,90,10,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,frenzyplant,Grass,Special,150,90,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,
524,frostbreath,Ice,Special,60,90,10,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,frustration,Normal,Physical,0,100,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,furyattack,Normal,Physical,15,85,20,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,furycutter,Bug,Physical,40,95,20,normal,0,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,furyswipes,Normal,Physical,18,80,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,fusionbolt,Electric,Physical,100,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,fusionflare,Fire,Special,100,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
248,futuresight,Psychic,Special,120,100,10,normal,0,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
380,gastroacid,Poison,Status,0,100,10,normal,0,1,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,geargrind,Steel,Physical,50,85,15,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,gearup,Steel,Status,0,true,20,allySide,0,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,genesissupernova,Psychic,Special,185,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,[object Object],,,,,,,
601,geomancy,Fairy,Status,0,true,10,self,0,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,
202,gigadrain,Grass,Special,75,100,10,normal,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,gigaimpact,Normal,Physical,150,90,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
893,gigatonhammer,Steel,Physical,160,100,5,normal,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
646,gigavolthavoc,Electric,Physical,1,true,1,normal,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,glaciallance,Ice,Physical,120,100,5,allAdjacentFoes,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,glaciate,Ice,Special,65,95,10,allAdjacentFoes,0,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,[object Object],,,,,,,-1,,,
862,glaiverush,Dragon,Physical,120,100,5,normal,0,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,glare,Normal,Status,0,100,30,normal,0,1,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,glitzyglow,Psychic,Special,80,95,15,normal,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxbefuddle,Bug,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxcannonade,Water,Physical,10,true,10,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxcentiferno,Fire,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxchistrike,Fighting,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxcuddle,Normal,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxdepletion,Dragon,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxdrumsolo,Grass,Physical,160,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxfinale,Fairy,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxfireball,Fire,Physical,160,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxfoamburst,Water,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxgoldrush,Normal,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxgravitas,Psychic,Physical,10,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,gmaxhydrosnipe,Water,Physical,160,true,5,adjacentFoe,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
